147656	16589	en	Cathy Summerlin	Traveling Tennessee	-	ebook	-	1999	-	Thomas Nelson	9781418559687	-	-	2010-05-04
262763	17246	en	Halpern, Diane F.	Thought and Knowledge	-	-	-	-	-	Taylor and Francis	978-1-134-63793-5	-	-	-
105163	13614	en	Cheryl K. Chumley	Police State USA	Text	-	-	All rights reserved	-	WND Books	9781936488162	288 Pages	-	2014
105066	12480	en	Helen Garner	True Stories	-	ebook	-	-	-	The Text Publishing Company	ISBN9781921776434	-	-	2010-05-17
204506	16272	en	Abbott, Andrew	The System of Professions: An Essay on the Division of Expert Labor	-	-	-	-	-	University of Chicago Press	B00ICQO8Q6	-	calibre (1.26.0) [http://calibre-ebook.com]	2014-02-07T00:00:00+00:00
81576	7501	en	John D. Roche	The Veteran's PTSD Handbook	Text	-	-	All rights reserved	-	Potomac Books, Inc.	9781597970648	258 pages	-	2011
122557	11859	en	Mike King	Quakernomics	-	-	-	-	-	Anthem Press	9780857281128	-	-	-
128148	15944	en	M.F.N. Giglioli	Legitimacy and Revolution in a Society of Masses	Text	-	URN:ISBN:978-1-4128-5105-3	All rights reserved	-	Transaction Publishers	-	267 Pages	-	-
113830	9442	en	Marilyn Freimuth	Addicted?	Text	-	-	All Rights Reserved	-	Rowman & Littlefield Publishers	9780742569379	294 Pages	-	2008
67917	7563	en	Deborah Tannen	That's Not What I Meant!	Text	-	-	All rights reserved	-	HarperCollins	9780062210111	-	-	-
70484	8734	en	Sherry, Dave	Empire and Revolution	Text	-	URN:ISBN:978-1-9090-2664-3	All rights reserved	-	Bookmarks Publications	urn:uuid:bf258711-cef3-43e8-ae5f-f709d8953059	224 pages	-	-
180481	13906	en	Gene Carney	Burying the Black Sox	Text	-	-	All rights reserved.	-	Potomac Books, Inc.	9781574889727	380 pages	-	2006
4087	1363	en	Pauline T.	Elon Musk	-	-	-	-	-	Hyperink	919f3cbf-f0a7-4b43-aa89-0c39b2722045	-	-	2013-04-15
177243	14590	en	Peter Post	The Etiquette Advantage in Business	Text	-	-	All rights reserved	-	HarperCollins	9780062365491	352 pages	-	-
137172	9177	en	John Brockman	The Universe: Leading Scientists Explore the Origin, Mysteries, and Future of the Cosmos	-	-	-	-	-	HarperCollins	B00G2AKBNS	-	calibre (1.41.0) [http://calibre-ebook.com]	2014-07-08T00:00:00+00:00
124956	13148	en	Howe, Stephen, Halliday, Fred	Political Journeys	Text	-	-	All rights reserved	-	Saqi	9780863564543	288 pages	-	-
115415	12677	en	Will Wiles	The Way Inn	Text	-	-	All rights reserved	-	HarperCollins	9780062336118	352 pages	-	-
113558	8634	en	W. Lee Warren	No Place to Hide	-	ebook	-	-	-	Zondervan	9780310338048	-	-	2014-04-01
66366	9600	en	Noam Chomsky	Masters of Mankind	-	Current Affairs	-	-	-	Haymarket Books	978-1-60846-425-8	-	-	2014-09-02
58765	7359	en	Olsen, Larry Dean	Outdoor Survival Skills	Text	-	-	All rights reserved	-	Chicago Review Press	9781556523236	272 pages	-	1997
78299	8052	en	Patricia Yvette	Being Fruitful Without Multiplying	-	career	-	-	-	Coffeetown Press	2d855633-4773-4d0a-a390-9c49c2939a62	-	Smashwords, Inc.	2012-11-07
301342	14485	en	Winer, Ethan	The Audio Expert	Text	-	URN:ISBN:978-0-240-82103-0	-	-	Elsevier Science	URN:ISBN: 978-0-240-82103-0	 pages	-	2012-3-31
82461	8151	en	Clegg, Brian	The Quantum Age	-	-	-	© 2014 Brian Clegg	-	Icon Books	9781848316645	-	calibre (0.9.42) [http://calibre-ebook.com]	0101-01-01T00:00:00+00:00
368353	20924	en	Dimick, Justin B.	Clinical Scenarios in Surgery: 1 (Clinical Scenarios in Surgery Series)	-	-	-	-	-	Lippincot (Wolters Kluwer Health)	9781451178449	-	calibre (0.9.42) [http://calibre-ebook.com]	2012-06-18T00:00:00+00:00
129383	12205	en	John Curran	Agatha Christie: Murder in the Making: More Stories and Secrets From Her Notebooks	-	-	-	Copyright &#x00A9; by John Curran	-	William Morrow Paperbacks	B0050CNZ6O	-	calibre (1.48.0) [http://calibre-ebook.com]	2012-09-11T04:00:00+00:00
48107	6764	en	Bernard Lewis	The Crisis of Islam	-	Nonfiction	-	Bernard Lewis	-	Random House Publishing Group	9781588360755	ePub	-	2003-03-25
125241	14058	en	Combs, C. Scott	Deathwatch	-	PER004030	-	2014 Columbia University Press	-	Columbia University Press	eISBN-978-0-231-53803-9	-	C. Scott Combs	2014-09-23
86660	8153	en	Alan Lemay	The Unforgiven	-	Fiction	-	-	-	AmazonEncore	B0028ADK16	-	calibre (1.8.0) [http://calibre-ebook.com]	2013-03-12T07:00:00+00:00
120406	12851	en	Woyke, Elizabeth	The Smartphone	Text	-	URN:ISBN:978-1-5955-8968-2	All rights reserved	-	New Press, The	URN:ISBN:978-1-5955-8968-2	305 Pages	-	-
119359	13327	en	Strike Debt	The Debt Resisters' Operations Manual	-	-	-	All rights reserved	-	PM Press	9781604868968	-	-	2014
110671	11065	en	Max Haiven	Crises of Imagination, Crises of Power	-	-	-	All Rights Reserved	-	Zed Books	9781780329550	320 Pages	-	2014
89105	7092	en	Ócha'ni Lele	Diloggún Tales of the Natural World	-	Spirituality/Religion	-	B. Stuart Myers	-	Inner Traditions / Bear & Company	9781594778032	ePub	-	2011-09-12
195061	18498	en	Unknown Author	Orientalism	-	-	-	-	-	-	6a854b3d-cfa9-46f2-8607-96e8c2f61fa1	-	calibre (2.1.0) [http://calibre-ebook.com]	2014-08-31T05:00:00+00:00
186321	13243	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics09elio	-	Internet Archive	1909
197991	13007	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 45	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics45eliouoft	-	Kelly - University of Toronto	1910
153319	15453	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics03elio	-	Internet Archive	1909
170642	10897	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 48	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics48eliouoft	-	Kelly - University of Toronto	1910
195062	10036	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics37elio	-	Internet Archive	1909
160763	16934	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics04elio	-	Internet Archive	1909
162193	13429	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 46	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics46eliouoft	-	Kelly - University of Toronto	1910
195704	18470	en	Unknown	Full text of "The Harvard classics Volume 39"	-	-	-	-	-	-	51335593-9cfc-430d-a1bd-ee34bfa53bb7	-	-	-
128900	17036	en	Unknown	Full text of "The Harvard classics Volume 40"	-	-	-	-	-	-	2642c05e-ecfa-418d-86c4-2c0f6c5b0b28	-	-	-
3763	1017	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	Literature	-	-	-	New York : P.F. Collier	harvardclassics36elio	-	Boston College Libraries	1910
167944	20497	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics06elio	-	Internet Archive	1909
140669	13142	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics08elio	-	Internet Archive	1909
236738	12816	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics11elio	-	Internet Archive	1909
183786	12033	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics12elio	-	Internet Archive	1909
163497	12919	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 47	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics47eliouoft	-	Kelly - University of Toronto	1910
145499	8883	en	Eliot, Charles W. (Charles William), 1834-1926	  	The Harvard classics Volume 30	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics30eliouoft	-	Kelly - University of Toronto	c1909-10
171468	10838	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics07elio	-	Internet Archive	1909
178736	11517	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics35elio	-	Internet Archive	1909
187053	12882	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	Literature	-	-	-	New York : P.F. Collier	harvardclassics34elio	-	Internet Archive	1914
249824	9199	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics10elio	-	Internet Archive	1909
244685	12513	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics14elio	-	Internet Archive	1909
194873	11616	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics23elio	-	Internet Archive	1909
173423	14934	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 32	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics32eliouoft	-	Kelly - University of Toronto	c1909-10
186205	16536	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 51	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics51eliouoft	-	Kelly - University of Toronto	1910
156772	11004	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	Literature	-	-	-	New York : P.F. Collier	harvardclassics002elio	-	Boston College Libraries	1910
216761	18229	en	Eliot, Charles William, 1834-1926	The Harvard classics: Volume 5 Essays and English Traits-Emerson	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics05elio	-	Internet Archive	1909
174814	14435	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	Literature	-	-	-	New York : P.F. Collier	harvardclassics01elio	-	Boston College Libraries	1910
32993	3313	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	Literature	-	-	-	New York : P.F. Collier	harvardclassics38elio	-	Boston College Libraries	1910
205677	9779	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 44	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics44eliouoft	-	Kelly - University of Toronto	1910
380698	32525	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 50	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics50eliouoft	-	Kelly - University of Toronto	1910
302911	16791	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics21elio	-	Internet Archive	1909
125392	13138	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	-	-	-	-	New York : P.F. Collier	harvardclassics19elio	-	Harold B. Lee Library	1909
195725	14750	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 43	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics43eliouoft	-	Kelly - University of Toronto	1910
155944	13307	en	Eliot, Charles William, 1834-1926	The Harvard classics : continental drama : calderon, corneille, racine, moliere, lessing, schiller	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics26elio	-	Internet Archive	1909
141479	16121	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 41	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics41eliouoft	-	Kelly - University of Toronto	c1909-10
206702	16859	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 28	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics28eliouoft	-	Kelly - University of Toronto	c1909-10
143829	11865	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 49	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics49eliouoft	-	Kelly - University of Toronto	1910
174501	9109	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics17elio	-	Internet Archive	1909
182691	16423	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics20elio	-	Internet Archive	1909
141853	15705	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	-	-	-	-	New York : P.F. Collier	harvardclassics42elio	-	Harold B. Lee Library	1909
172008	12949	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics13elio	-	Internet Archive	1909
193741	14333	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics24elio	-	Internet Archive	1909
166794	15743	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	-	-	-	-	New York : P.F. Collier	harvardclassics27elio	-	Harold B. Lee Library	1910
174476	11388	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	-	-	-	-	New York : P.F. Collier	harvardclassics33elio	-	Harold B. Lee Library	1910
178657	11598	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics15elio	-	Internet Archive	1909
214930	12558	en	Eliot, Charles W. (Charles William), 1834-1926	The Harvard classics Volume 31	Text	Literature -- Collections	-	-	-	New York : P.F. Collier & son	harvardclassics31eliouoft	-	Kelly - University of Toronto	c1909-10
223009	9992	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics16elio	-	Internet Archive	1909
160465	13537	en	Eliot, Charles William, 1834-1926	Harvard classics	Text	-	-	-	-	New York : P.F. Collier	harvardclassics18elio	-	Harold B. Lee Library	1909
246296	16602	en	-	The Harvard classics	Text	-	-	-	-	New York : P.F. Collier &amp; Son	harvardclassics29elio	-	University of Florida, George A. Smathers Libraries	1909
158287	8312	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics22elio	-	Internet Archive	1909
205865	15375	en	Eliot, Charles William, 1834-1926	The Harvard classics	Text	Literature	-	-	-	New York, P.F. Collier & Son	harvardclassics25elio	-	Internet Archive	1909
247430	13219	en	J.K. Rowling	Harry Potter and the Goblet of Fire	-	-	-	-	-	Scholastic	0-439-13959-7	-	-	-
1164	462	en	Mark Pett	The Girl Who Never Made Mistakes	-	-	-	-	-	Sourcebooks, Inc.	9781402255458	-	-	2011
80243	6135	en	Eric Berlin	The Potato Chip Puzzles	-	-	-	NONE	-	Penguin USA, Inc.	9781101024799	-	-	NONE
568204	28617	en	Heidi Murkoff	What to Expect the Toddler Years	-	-	-	All rights reserved.	-	Workman Publishing Company	62a75e6b-4a90-4b49-9e60-209705f7f2a3	-	calibre (0.8.13) [http://calibre-ebook.com]	1994-08-09T10:00:00+00:00
37854	3842	en	Lemony Snicket	The Reptile Room	-	-	-	© 1999 by Lemony Snicket	-	HarperCollins	9780061757143	-	Brett Helquist	-
988	405	en	H. A. Rey	Curious George Plants a Seed	-	-	http://www.hmhco.com/	Please read the legal notice included in this e-book and/or check the copyright status in your country.	-	Houghton Mifflin Harcourt	0618777105	-	-	-
25845	2720	en	R. L. Stine	Ghost Camp	-	Children's Books	-	-	-	Scholastic	4f1add07-d5d0-49b1-9dd1-1aba0ffb4d80	-	calibre (0.7.53) [http://calibre-ebook.com]	1996-01-02T00:00:00+00:00
220104	13117	en	J.K. Rowling	Harry Potter and the Half-Blood Prince	-	-	-	-	-	-	0-439-78454-9	-	-	-
1242	411	en	H. A. Rey	Curious George and the Firefighters	-	-	http://www.hmhco.com/	Please read the legal notice included in this e-book and/or check the copyright status in your country.	-	Houghton Mifflin Harcourt	0618891943	-	-	-
9469	1528	en	Ruth Stiles Gannett	Elmer and the Dragon	-	-	-	-	-	Random House Books for Young Readers	ab1e17c2-8d16-43cd-a8c0-ac470da909ed	-	calibre (0.8.18) [http://calibre-ebook.com]	1977-01-01T05:00:00+00:00
26578	2804	en	R. L. Stine	How I Got My Shrunken Head	-	Children's Books	-	-	-	Scholastic Inc.	267b1bd6-2f3b-420c-812c-31fac42c2bf4	-	calibre (0.7.53) [http://calibre-ebook.com]	1996-01-02T00:00:00+00:00
30043	2843	en	R. L. Stine	Phantom of the Auditorium	-	Children's Books	-	-	-	Scholastic Inc.	0c119d71-5fd4-47cd-8b11-d02b9174b5f1	-	calibre (0.7.53) [http://calibre-ebook.com]	2011-06-01T00:00:00+00:00
26500	2734	en	R. L. Stine	Piano Lessons Can Be Murder	-	Children's Books	-	-	-	Demco Media	5f8cca70-de9b-48b5-8aa6-6bfb64bda0ac	-	calibre (0.7.53) [http://calibre-ebook.com]	1993-01-01T07:45:01+00:00
31030	2735	en	A. A. Milne	Winnie the Pooh	-	-	-	Copyright © 1954, by A. A. Milne	-	Penguin Group (USA), Inc.	1-101-15893-X	-	A. A. Milne	1954
31558	4496	en	Henry Cole	A Nest for Celeste	-	-	-	Copyright © 2010 by Henry Cole	-	HarperCollins	978-0-06-199200-1	-	Henry Cole	2010
31731	3838	en	Astro Boy (source)	Tracey West	-	-	-	NONE	-	Penguin USA, Inc.	0811615f-8df2-465b-8308-f800e0c0cce1	-	calibre (0.7.16) [http://calibre-ebook.com]	2010-09-14T04:00:00+00:00
25319	2792	en	R. L. Stine	Calling All Creeps!	-	Children's Books	-	-	-	Scholastic Paperbacks	f89e3b46-cc41-4925-a91e-62819a435629	-	calibre (0.7.38) [http://calibre-ebook.com]	1999-01-02T00:00:00+00:00
22409	2605	en	R. L. Stine	Deep Trouble II	-	Children's Books	-	-	-	Fitzgerald Books	f7596c0a-3967-4d2e-aa2a-b4d91590ea37	-	calibre (0.7.59) [http://calibre-ebook.com]	2006-01-02T00:00:00+00:00
12554	1818	en	Nancy Krulik	Drat! You Copycat!	-	-	-	NONE	-	Penguin USA, Inc.	9781101141960	-	-	NONE
87564	7390	en	Neil Gaiman	The graveyard book	-	Ghost stories	-	-	-	HarperCollins Pub.	9780060530921	-	calibre (0.7.23) [http://calibre-ebook.com]	2008-07-15T07:00:00+00:00
43344	4165	en	Lemony Snicket	The Austere Academy	-	-	-	© 2000 by Lemony Snicket	-	HarperCollins	9780061757174	-	Brett Helquist	2007
146725	9867	en	Philip Pullman	The Golden Compass	-	Fiction	-	Philip Pullman	-	Random House Children's Books	9780440418603	ePub	-	2001-11-13
28211	2993	en	R. L. Stine	A Night in Terror Tower	-	Children's Books	-	-	-	Scholastic Inc.	8b3006f9-2a93-42d6-ae46-b2916673e3d5	-	calibre (0.7.53) [http://calibre-ebook.com]	1995-01-02T00:00:00+00:00
14771	2253	en	H. A. Rey	Curious George and Friends	-	Children's Books.K-2	-	Please read the legal notice included in this e-book and/or check the copyright status in your country.	-	HMH Books	0618226109	-	calibre (0.8.24) [http://calibre-ebook.com]	2003-07-28T10:00:00+00:00
67365	5368	en	Lemony Snicket	The Slippery Slope	-	-	-	© 2003 by Lemony Snicket Illustrations	-	HarperCollins	9780061757105	-	Brett Helquist	2007
2138	586	en	Stan Berenstain	The Berenstain Bears and the Papa's Day Surprise	-	Children's Books	-	Copyright © 2003 by Berenstain Enterprises, Inc.	-	Random House Digital, Inc.	9780375982576	-	-	2003-01-02T00:00:00+00:00
28004	2889	en	R. L. Stine	The Haunted Mask II	-	Children's Books	-	-	-	Hippo	d5c3d0e0-0fbc-4c8a-a66a-3f8e14a8c569	-	calibre (0.7.53) [http://calibre-ebook.com]	1992-01-02T00:00:00+00:00
10726	1703	en	Nancy Krulik	Get Lost!	-	-	-	NONE	-	Penguin USA, Inc.	9781101142004	-	-	NONE
46267	4367	en	C. S. Lewis	The Lion, The Witch And The Wardrobe	-	-	-	Copyright © 1998 by C.S. Lewis Pte. Ltd.	-	HarperCollins Publishers	9780061974151	-	calibre (0.7.44) [http://calibre-ebook.com]	-
24186	2662	en	R. L. Stine	Goosebumps: Attack of the Jack-O'-Lanterns	-	Children's Books	-	-	-	Scholastic Inc.	f578d82e-0539-4ca4-b80e-410cdc199894	-	calibre (0.7.59) [http://calibre-ebook.com]	1996-01-02T00:00:00+00:00
24761	2960	en	R. L. Stine	Goosebumps Boxed Set, Books 29- 32: Monster Blood III, It Came From Beneath the Sink!, Night of the Living Dummy II, and the Barking Ghost	-	Children's Books	-	-	-	Scholastic Inc.	ff89a659-1049-4d12-bce2-3c06fe67cd10	-	calibre (0.7.53) [http://calibre-ebook.com]	1993-01-02T00:00:00+00:00
28077	2913	en	R. L. Stine	My Hairiest Adventure	-	Children's Books	-	-	-	Scholastic	6e4aff55-18df-4c85-b265-2d46ee9ad293	-	calibre (0.7.38) [http://calibre-ebook.com]	1994-01-02T00:00:00+00:00
26060	2959	en	R. L. Stine	R.L. Stine's Ghosts of Fear Street	-	Children's Books	-	-	-	Aladdin	4485e414-3d3b-4129-9d8a-74a28284b068	-	calibre (0.7.53) [http://calibre-ebook.com]	2009-01-02T00:00:00+00:00
42147	4452	en	Carolyn G. Keene	The Secret of Red Gate Farm	-	-	-	NONE	-	Penguin USA, Inc.	9781440673696	-	-	NONE
379	155	en	Olivier Dunrea	Gossie and Gertie	-	-	http://www.hmhco.com/	Please read the legal notice included in this e-book and/or check the copyright status in your country.	-	Houghton Mifflin Harcourt	0618176764	-	-	-
103100	7713	en	Kevin Leman	Have a New Kid by Friday	-	-	-	-	-	Baker Publishing Group	CBUSCEBPG000020H	-	-	2008-01-03
12122	2251	en	Francesca Simon	Horrid Henry's Underpants	Text	-	-	All rights reserved.	-	Sourcebooks, Inc.	9781402246715	112 pages	-	2009
28055	3008	en	R. L. Stine	You Can't Scare Me!	-	Children's Books	-	-	-	Scholastic Paperbacks	e6756b4b-e987-44cb-bcf1-3994e8b03167	-	calibre (0.7.38) [http://calibre-ebook.com]	1994-01-02T00:00:00+00:00
459	257	en	Sean Bryan	The Juggling Pug	-	-	isbn9781616083298	Copyright © 2008 by Sean Bryan	-	Skyhorse Publishing, Inc.	9781616083298	Epub	-	-
25325	2792	en	R. L. Stine	Monster Blood IV	-	Children's Books	-	-	-	Scholastic Inc.	a5cf4896-81a9-44a4-bb05-236278386e58	-	calibre (0.7.59) [http://calibre-ebook.com]	1997-01-02T00:00:00+00:00
600	243	en	Stan Berenstain	The Berenstain Bears and the Missing Dinosaur Bone	-	Children's Books	-	Copyright © 1980 by Stanley and Janice Berenstain	-	Random House Children's Books	9780394844473	-	-	1980-01-02T00:00:00+00:00
25983	2770	en	R. L. Stine	Ghost Next Door	-	Children's Books	-	-	-	Demco Media	95aba306-51ab-456b-8634-7ae0101a53fd	-	calibre (0.7.53) [http://calibre-ebook.com]	2003-01-15T07:41:07+00:00
23724	2546	en	R. L. Stine	I Live in Your Basement	-	Children's Books	-	-	-	Scholastic	d1a615c2-40d8-47ad-91bc-af2c9c393fff	-	calibre (0.7.59) [http://calibre-ebook.com]	1997-01-02T00:00:00+00:00
89441	6666	en	Gennifer Choldenko	Al Capone Shines My Shoes	-	-	-	NONE	-	Penguin USA, Inc.	9781101155783	-	-	NONE
27466	2968	en	R. L. Stine	Stay Out of the Basement	-	Children's Books	-	-	-	Scholastic	53c42244-7a43-4a34-a78f-19aee81d1104	-	calibre (0.7.53) [http://calibre-ebook.com]	1994-01-02T00:00:00+00:00
65057	5481	en	Lemony Snicket	The End	-	-	-	© 2006 by Lemony Snicket	-	HarperCollins	9780061757136	-	Brett Helquist	2007
13495	3205	en	Kennilworthy Whisp & J.K. Rowling	Quidditch through the Ages	-	-	-	-	-	Scholastic	0439321611	Hardcover	-	2001-01-01
24101	2645	en	R. L. Stine	The Barking Ghost	-	Children's Books	-	-	-	Scholastic	cc082421-3484-4235-b16a-4087b83edff6	-	calibre (0.7.53) [http://calibre-ebook.com]	1996-01-02T00:00:00+00:00
24223	2552	en	R. L. Stine	The Beast From the East	-	Children's Books	-	-	-	Baker & Taylor, CATS	2aa6dde3-d875-4d5a-88f8-2730d969c6a7	-	calibre (0.7.53) [http://calibre-ebook.com]	1996-01-02T00:00:00+00:00
26212	2865	en	R. L. Stine	The Scarecrow Walks at Midnight	-	Children's Books	-	-	-	Scholastic	8ce237b5-4c7d-4aa1-ac84-c63403139099	-	calibre (0.7.53) [http://calibre-ebook.com]	1992-01-02T00:00:00+00:00
9394	1881	en	Francesca Simon	Horrid Henry	Text	-	-	All rights reserved.	-	Sourcebooks, Inc.	9781402246630	114 pages	-	2009
26483	2830	en	R. L. Stine	Werewolf Skin	-	Children's Books	-	-	-	Apple	48eee401-59b1-4b6b-80ac-46bf1c05d35b	-	calibre (0.7.59) [http://calibre-ebook.com]	1997-01-02T00:00:00+00:00
147252	10946	en	China Mieville	Un Lun Dun	-	-	-	Copyright © 2007 by China Mieville	-	Random House Publishing Group	9780345497239	ePub	-	2007-02-13
72098	6575	en	Knight, Karin	The Best Homemade Baby Food on the Planet	-	-	-	-	-	Fair Winds Press	9781592334230	-	calibre (0.8.21) [http://calibre-ebook.com]	2010-11-01T10:00:00+00:00
11609	1724	en	Annie Barrows	Ivy and Bean	Text	-	-	All rights reserved.	-	Chronicle Books	9780811849036	120 pages	-	2006
23238	3203	en	R. L. LaFevers	Flight of the Phoenix	-	-	http://www.hmhco.com/	Please read the legal notice included in this e-book and/or check the copyright status in your country.	-	Houghton Mifflin Harcourt	0547238657	-	-	-
31324	3160	en	R. L. Stine	Night of the Living Dummy	-	Children's Books	-	-	-	Scholastic Paperbacks	dab2307e-ed5e-4241-b4ca-9052bc99161a	-	calibre (0.7.38) [http://calibre-ebook.com]	1992-01-02T00:00:00+00:00
28711	2910	en	R. L. Stine	Monster Blood for Breakfast!	-	Children's Books	-	-	-	Scholastic Paperbacks	95fcb4c9-0331-45a5-8aa3-68fdeb4f438d	-	calibre (0.7.59) [http://calibre-ebook.com]	2000-01-02T00:00:00+00:00
26726	2750	en	R. L. Stine	Say Cheese - and Die Screaming!	-	Children's Books	-	-	-	Scholastic Inc.	5c557771-c5cf-4d5a-94d5-0e656bc5322d	-	calibre (0.7.59) [http://calibre-ebook.com]	1992-01-02T00:00:00+00:00
117074	8810	en	Harold Koplewicz	It's Nobody's Fault	-	-	-	Copyright © 1996 by Harold S. Koplewicz	-	Crown Publishing Group	978-0-307-55710-0	-	-	1996
27575	2823	en	R. L. Stine	Night of the Living Dummy III	-	Children's Books	-	-	-	San Val	e53b14f6-79dc-4f3e-b7bf-2090df1e0815	-	calibre (0.7.59) [http://calibre-ebook.com]	2005-02-15T08:00:41+00:00
36011	4021	en	Jessica Seinfeld	Deceptively Delicious	-	-	-	Copyright © 2009 by Deborah Crombie.	-	HarperCollins	978-0-06-198355-9	-	Jessica Seinfeld	2009
142546	9583	en	J.K. Rowling	Harry Potter and the Prisoner of Azkaban	-	-	-	-	-	Scholastic	0-439-13635-0	-	-	-
10127	2170	en	Jeff Brown	The Amazing Mexican Secret	-	-	-	Copyright © 2010 by the Trust u/w/o Richard C. Brown a/k/a Jeff Brown f/b/o Duncan Brown	-	HarperCollins	978-0-06-200800-8	-	Jeff Brown	2010-03-15T07:00:00+00:00
74693	9352	en	Eoin Colfer	Artemis Fowl	-	Fiction - Young Adult	-	Copyright 2010 Disney. All rights reserved.	-	Disney Publishing Worldwide	1423124529	-	-	-
79994	7630	en	Eileen Behan	The Baby Food Bible	-	-	-	Copyright © 2008 by Eileen Behan	-	Random House Publishing Group	9780345507723	ePub	-	2008-07-29
