41398	4666	nl	Katherine Paterson	Bridge to Terabithia	Text	-	-	HarperCollins	-	HarperCollins	9780061975165	-	-	-
29302	3032	nl	Beverly Cleary	Beezus and Ramona	Text	-	-	HarperCollins	-	HarperCollins	9780061972140	-	-	-
