70724	9856	es	Josep Camps	Rezos de vergüenza	-	Policial	-	-	-	-	-	-	-	2016-01-01T00:00:00+00:00
118202	13744	es	Nicholas Black	Ved morir a Jack	-	Intriga	-	-	-	-	-	-	-	2014-11-28T23:00:00+00:00
258315	25484	es	Manuel Moreno Alonso	José Bonaparte, un rey republicano en el reino de España	-	Memorias	-	-	-	-	-	-	-	2008-08-09T22:00:00+00:00
39736	7104	es	Lajos Zilahy	Primavera mortal	-	Drama	-	-	-	-	-	-	F. Oliver Brachfeld	1922-01-01T00:00:00+00:00
113843	14171	es	Lajos Zilahy	El alma se apaga	-	Drama	-	-	-	-	-	-	F. Oliver Brachfeld	1932-01-01T00:00:00+00:00
334094	28217	es	Lajos Zilahy	Los Dukay	-	Drama	-	-	-	-	-	-	Oliver Brachefeld	1949-01-01T00:00:00+00:00
48521	7521	es	Lajos Zilahy	Algo flota sobre el agua	-	Drama	-	-	-	-	-	-	Guillermo Geberding	1928-01-01T00:00:00+00:00
125082	13960	es	Lajos Zilahy	El desertor	-	Drama	-	-	-	-	-	-	F. Oliver Brachfeld	1930-01-01T00:00:00+00:00
206080	19407	es	Lajos Zilahy	Las cárceles del alma	-	Drama	-	-	-	-	-	-	F. Oliver Brachfeld	1927-01-01T00:00:00+00:00
28091	5290	es	Lajos Zilahy	Vida serena	-	Drama	-	-	-	-	-	-	F. Oliver Brachfeld	1941-01-01T00:00:00+00:00
63083	6798	es	Barry Sears	La revolucionaria dieta de la Zona	-	Autoayuda	-	-	-	-	-	-	-	2004-08-09T22:00:00+00:00
86174	10090	es	Barry Sears	La zona mediterránea	-	Divulgación	-	WORLD ALL LANGUAGES	-	-	-	-	-	2015-05-10T22:00:00+00:00
228753	22447	es	Amanda Vaill	Hotel Florida	-	Novela	-	Reservados todos los	-	-	-	-	-	2014-07-10T22:00:00+00:00
64464	9562	es	José Pierre	¿Que es Teresa? Es… los castaños en flor	-	Erótico	-	-	-	-	-	-	Vicente Voltoya Sostres	1998-01-01T00:00:00+00:00
42642	5348	es	Karen Sandler	Un pasado oculto	-	Romántico	-	-	-	-	-	-	-	2006-03-31T22:00:00+00:00
53367	7166	es	Karen Sandler	El guardián de su tesoro	-	Romántico	-	-	-	-	-	-	-	2006-03-31T22:00:00+00:00
45312	5473	es	Karen Sandler	Paraísos ocultos	-	Romántico	-	-	-	-	-	-	-	2005-03-31T22:00:00+00:00
116660	16456	es	Fernando José Suárez de Miguel	Saturno Ventura	-	Intriga	-	-	-	-	-	-	-	2009-08-09T22:00:00+00:00
255434	20809	es	Iris Murdoch	El discípulo del filósofo	-	Drama	-	-	-	-	-	-	Ignacio Fernández	1983-01-01T00:00:00+00:00
158387	14871	es	Iris Murdoch	Amigos y amantes	-	Drama	-	-	-	-	-	-	Andrés Bosch Vilalta	1968-01-01T00:00:00+00:00
99652	11665	es	Iris Murdoch	El unicornio	-	Drama	-	-	-	-	-	-	Jon Bilbao	1963-01-01T00:00:00+00:00
176297	18176	es	Iris Murdoch	El príncipe negro	-	Drama	-	-	-	-	-	-	Camila Batlles	1973-01-01T00:00:00+00:00
165653	16718	es	Iris Murdoch	Henry y Cato	-	Drama	-	-	-	-	-	-	Luis Lasse	1976-01-01T00:00:00+00:00
131363	13275	es	Iris Murdoch	La campana	-	Drama	-	-	-	-	-	-	Flora Casas	1958-01-01T00:00:00+00:00
274157	21837	es	Iris Murdoch	El libro y la hermandad	-	Drama	-	-	-	-	-	-	Jon Bilbao	1987-01-01T00:00:00+00:00
166265	15934	es	Iris Murdoch	Una derrota bastante honrosa	-	Filosófico	-	-	-	-	-	-	Rafael Vázquez Zamora	1970-01-01T00:00:00+00:00
83348	10400	es	Iris Murdoch	La cabeza cortada	-	Drama	-	-	-	-	-	-	Flora Casas	1961-01-01T00:00:00+00:00
43573	6640	es	Iris Murdoch	El fuego y el sol: por qué Platón desterró a los artistas	-	Crítica y teoría literaria	-	-	-	-	-	-	Juan José Herrera de la Muela	1977-01-01T00:00:00+00:00
6845	2445	es	Jim Morrison	Poemas ocultos	-	Filosófico	-	-	-	-	-	-	Gabriel Cabrejas	1990-01-01T00:00:00+00:00
31377	7002	es	Jim Morrison	Canciones	-	Otros	-	-	-	-	-	-	Alberto Manzano	1984-01-01T00:00:00+00:00
9092	2124	es	María Puncel	Abuelita Opalina	-	Juvenil	-	-	-	-	-	-	-	1981-08-09T22:00:00+00:00
13130	3195	es	María Puncel	Un duende a rayas	-	Infantil	-	-	-	-	-	-	-	1982-01-01T00:00:00+00:00
40269	7217	es	Juan Zorrilla de San Martín	Tabaré	-	Drama	-	-	-	-	-	-	-	1988-01-01T00:00:00+00:00
110484	15276	es	Patrick Dennis	La tía Mame	-	Humor	-	-	-	-	-	-	Miguel Temprano García	1955-01-01T00:00:00+00:00
112066	15667	es	Patrick Dennis	La vuelta al mundo con la tía Mame	-	Humor	-	-	-	-	-	-	Miguel Temprano García	1958-01-01T00:00:00+00:00
113358	15804	es	Patrick Dennis	Genio	-	Humor	-	-	-	-	-	-	Miguel Temprano García	1962-01-01T00:00:00+00:00
93828	14048	es	Patrick Dennis	Triángulo desnudo	-	Romántico	-	-	-	-	-	-	-	1972-08-09T22:00:00+00:00
45584	7194	es	Mar Vaquerizo	Mi vida en tus manos	-	Romántico	-	-	-	-	-	-	-	2014-10-22T22:00:00+00:00
56594	7772	es	Mar Vaquerizo	Lady Shadow	-	Policíaco	-	-	-	-	-	-	-	2014-06-25T22:00:00+00:00
47948	7036	es	Mar Vaquerizo	Mil luciérnagas en el jardín	-	Romántico	-	-	-	-	-	-	-	2016-01-01T00:00:00+00:00
154375	13666	es	Mar Vaquerizo	Todo lo que desees	-	Romántico	-	-	-	-	-	-	-	2015-02-02T23:00:00+00:00
143815	13253	es	Mar Vaquerizo	Tenía que ser él	-	Novela	-	-	-	-	-	-	-	2018-09-30T22:00:00+00:00
141510	15766	es	Peter Viertel	Cazador blanco, corazón negro	-	Drama	-	-	-	-	-	-	Pepa Linares	1953-01-01T00:00:00+00:00
65028	9517	es	Roy Fuller	Fantasía y fuga	-	Intriga	-	-	-	-	-	-	-	1959-12-31T23:00:00+00:00
42763	8388	es	Jorge Manrique	Poesía (ed. Giovanni Caravaggi)	-	Filosófico	-	-	-	-	-	-	Giovanni Caravaggi	2016-01-01T00:00:00+00:00
42521	7967	es	Jorge Manrique	Poesía	-	Filosófico	-	-	-	-	-	-	Jesús-Manuel Alda Tesán	1976-01-01T00:00:00+00:00
108929	15598	es	Al-Tifasi	Esparcimiento de corazones	-	Otros	-	-	-	-	-	-	Ignacio Gutiérrez de Terán	1253-01-01T00:00:00+00:00
97695	11544	es	Lauren DeStefano	Fiebre	-	Ciencia ficción	-	-	-	-	-	-	Núria Martí Pérez	2012-01-01T00:00:00+00:00
104225	11669	es	Lauren DeStefano	Ruptura	-	Ciencia ficción	-	-	-	-	-	-	Núria Martí Pérez	2013-01-01T00:00:00+00:00
103268	11272	es	Lauren DeStefano	Efímera	-	Juvenil	-	-	-	-	-	-	Nuria Martí	2011-01-01T00:00:00+00:00
57381	8354	es	Kate Roma	Amor en el prado	-	Novela	-	-	-	-	-	-	-	2017-07-03T22:00:00+00:00
112444	12400	es	Paul Kearney	Reyes del amanecer	-	Aventuras	-	-	-	-	-	-	Nuria Gres	2012-01-01T00:00:00+00:00
130863	13529	es	Paul Kearney	Los Diez Mil	-	Aventuras	-	-	-	-	-	-	Nuria Gres	2008-01-01T00:00:00+00:00
125209	13038	es	Paul Kearney	Corvus	-	Aventuras	-	-	-	-	-	-	Nuria Gres	2010-01-01T00:00:00+00:00
124835	13895	es	Alex Lidell	La guerrera de Tildor	-	Juvenil	-	-	-	-	-	-	-	2013-11-14T23:00:00+00:00
99906	11361	es	Jack Mars	Por todos los medios necesarios	-	Novela	-	-	-	-	-	-	-	2018-01-15T23:00:00+00:00
183388	18414	es	Pablo Sebastiá Tirado	El último grado	-	Intriga	-	-	-	-	-	-	-	2010-08-09T22:00:00+00:00
112618	14617	es	José Manuel Aparicio	Banderizos	-	Histórico	-	-	-	-	-	-	-	2016-01-01T00:00:00+00:00
102324	9287	es	Catherine Ryan Hyde	Cuando te encontré	-	Novela	-	-	-	-	-	-	-	2015-11-30T23:00:00+00:00
95656	9279	es	Catherine Ryan Hyde	Favor por favor	-	Didáctico	-	-	-	-	-	-	Juanjo Estrella	1999-01-01T00:00:00+00:00
75804	9276	es	Keith R. A. DeCandido	El ciclo del odio	-	Aventuras	-	-	-	-	-	-	Raúl Sastre Letona	2012-01-01T00:00:00+00:00
73913	9101	es	Keith R. A. DeCandido	Resident Evil: Genesis	-	Terror	-	-	-	-	-	-	-	2004-08-09T22:00:00+00:00
569202	35225	es	Joachim Fest	Hitler	-	Historia	-	-	-	-	-	-	Guillermo Raebel Guma	1973-01-01T00:00:00+00:00
121544	14988	es	Joachim Fest	Yo no	-	Memorias	-	-	-	-	-	-	Belén Bas Álvarez	2006-01-01T00:00:00+00:00
122857	14436	es	A.J. Quinnell	Instantánea	-	Aventuras	-	-	-	-	-	-	Nora Watson	1982-01-01T00:00:00+00:00
105023	12433	es	A.J. Quinnell	Falso profeta	-	Aventuras	-	-	-	-	-	-	Alicia Steimberg	1997-01-01T00:00:00+00:00
107107	11466	es	A.J. Quinnell	Asesinato perfecto	-	Intriga	-	-	-	-	-	-	Nora Watson	1992-01-01T00:00:00+00:00
95177	11288	es	A.J. Quinnell	Desde el infierno	-	Intriga	-	-	-	-	-	-	Nora Watson	1996-01-01T00:00:00+00:00
92519	12651	es	A.J. Quinnell	Sitio de silencio	-	Aventuras	-	-	-	-	-	-	Raquel Albornoz	1986-01-01T00:00:00+00:00
96305	11065	es	A.J. Quinnell	El vengador	-	Intriga	-	-	-	-	-	-	Nora Watson	1994-01-01T00:00:00+00:00
127308	13785	es	A.J. Quinnell	En el nombre del padre	-	Intriga	-	-	-	-	-	-	Alicia Dellepiane Rawson	1989-01-01T00:00:00+00:00
80805	10971	es	A.J. Quinnell	La sangre del hijo	-	Aventuras	-	-	-	-	-	-	Daniel Zadunaisky	1985-01-01T00:00:00+00:00
99139	11818	es	A.J. Quinnell	Rastro de lágrimas	-	Aventuras	-	-	-	-	-	-	Nora Watson	1999-01-01T00:00:00+00:00
128211	13214	es	A.J. Quinnell	Círculo Satánico	-	Intriga	-	-	-	-	-	-	Nora Watson	1993-01-01T00:00:00+00:00
112583	12806	es	A.J. Quinnell	El protector	-	Intriga	-	-	-	-	-	-	Ofelia Castillo	1981-01-01T00:00:00+00:00
63887	8353	es	S. J. Abarca	El universo que somos	-	Divulgación	-	-	-	-	-	-	-	2013-05-10T03:57:05+00:00
120182	14964	es	Mil Millington	Cosas por las que discutimos mi chica y yo	-	Humor	-	-	-	-	-	-	Manu Berástegui	2002-01-01T00:00:00+00:00
29640	5678	es	Eloy López	Cuando morir no es un problema	-	Novela	-	-	-	-	-	-	-	2006-02-01T00:00:00+00:00
25799	5303	es	Erik Abranson	La vida de un legionario	-	Historia	-	-	-	-	-	-	Consuelo Muntañola	1978-01-01T00:00:00+00:00
75873	12269	es	Valérie Tasso	Antimanual de sexo	-	Autoayuda	-	-	-	-	-	-	-	2008-01-01T00:00:00+00:00
41969	7400	es	Valérie Tasso	Paris La Nuit	-	Erótico	-	-	-	-	-	-	-	2005-04-30T22:00:00+00:00
89172	10143	es	Valérie Tasso	Diario de una ninfómana	-	Memorias	-	-	-	-	-	-	-	2003-01-01T00:00:00+00:00
62476	9433	es	Valérie Tasso	El otro lado del sexo	-	Sexualidad	-	-	-	-	-	-	-	2007-01-01T00:00:00+00:00
58173	8586	es	Valérie Tasso	Sabré cada uno de tus secretos	-	Policial	-	-	-	-	-	-	-	2010-08-09T22:00:00+00:00
74655	11191	es	Valérie Tasso	El método Valérie	-	Autoayuda	-	-	-	-	-	-	-	2013-01-01T00:00:00+00:00
33203	4695	es	Jane Sullivan	Sexy y rebelde	-	Romántico	-	-	-	-	-	-	-	2007-01-22T23:00:00+00:00
91553	10163	es	Rosario Vila	Makeup Girl	-	Novela	-	-	-	-	-	-	-	2016-04-27T22:00:00+00:00
84963	9710	es	Rosario Vila	Y me lo quería perder	-	Novela	-	-	-	-	-	-	-	2017-05-04T22:00:00+00:00
104709	11363	es	Rosario Vila	¿Qué fue de Gary L'Amour?	-	Novela	-	-	-	-	-	-	-	2015-06-30T22:00:00+00:00
81866	9163	es	Rosario Vila	Patas arriba	-	Realista	-	-	-	-	-	-	-	2016-06-30T22:00:00+00:00
74490	8502	es	Rosario Vila	Dicen que han dicho	-	Romántico	-	-	-	-	-	-	-	2017-10-25T22:00:00+00:00
71977	9111	es	Rosario Vila	Un pequeño traspié	-	Romántico	-	-	-	-	-	-	-	2018-05-01T22:00:00+00:00
105390	11318	es	Rosario Vila	Glossy look	-	Romántico	-	-	-	-	-	-	-	2014-10-05T22:00:00+00:00
58330	7723	es	Rosario Vila	Un plan muy Dulce	-	Romántico	-	-	-	-	-	-	-	2015-10-13T22:00:00+00:00
179661	15150	es	Leif G. W. Persson	Linda, como en el asesinato de Linda	-	Intriga	-	-	-	-	-	-	Carmen Montes Cano	2005-01-01T00:00:00+00:00
52957	10200	es	Sam J. Lundwall	King-Kong blues	-	Ciencia ficción	-	-	-	-	-	-	-	1974-08-09T22:00:00+00:00
19226	5192	es	Sam J. Lundwall	Huesped en la casa de Frankestein	-	Terror	-	-	-	-	-	-	-	1977-12-31T23:00:00+00:00
92946	13028	es	Sam J. Lundwall	Historia de la ciencia ficción	-	Historia	-	-	-	-	-	-	-	1971-08-09T22:00:00+00:00
235916	22600	es	Kim Stanley Robinson	Marte rojo	-	Ciencia ficción	-	-	-	-	-	-	Manuel Figueroa	1992-01-01T00:00:00+00:00
299100	23970	es	Kim Stanley Robinson	Tiempos de arroz y sal	-	Ciencia ficción	-	-	-	-	-	-	Franca Borsani	2002-01-01T00:00:00+00:00
227075	21401	es	Kim Stanley Robinson	El sueño de Galileo	-	Ciencia ficción	-	-	-	-	-	-	Manuel Matas	2009-01-01T00:00:00+00:00
239625	23168	es	Kim Stanley Robinson	Nueva York 2140	-	Otros	-	-	-	-	-	-	Manuel Mata	2017-01-01T00:00:00+00:00
291199	26925	es	Kim Stanley Robinson	Marte azul	-	Ciencia ficción	-	-	-	-	-	-	Ana Quijada	1996-01-01T00:00:00+00:00
121975	14755	es	Kim Stanley Robinson	Señales de lluvia	-	Ciencia ficción	-	-	-	-	-	-	Estela Gutiérrez	2005-01-01T00:00:00+00:00
154114	15493	es	Kim Stanley Robinson	La playa salvaje	-	Ciencia ficción	-	-	-	-	-	-	Domingo Santos	1984-01-01T00:00:00+00:00
261845	24127	es	Kim Stanley Robinson	Marte verde	-	Ciencia ficción	-	-	-	-	-	-	Ana Quijada	1994-01-01T00:00:00+00:00
203118	21405	es	Kim Stanley Robinson	2312	-	Ciencia ficción	-	-	-	-	-	-	Miguel Antón	2012-01-01T00:00:00+00:00
175079	18468	es	Kim Stanley Robinson	Aurora	-	Ciencia ficción	-	-	-	-	-	-	Miguel Antón Rodríguez	2015-01-01T00:00:00+00:00
163737	18003	es	Kim Stanley Robinson	La costa dorada	-	Ciencia ficción	-	-	-	-	-	-	Rafael Marín Trechera	1990-01-01T00:00:00+00:00
178758	15110	es	Kim Stanley Robinson	Chamán	-	Aventuras	-	-	-	-	-	-	Manuel Mata	2013-01-01T00:00:00+00:00
109830	13543	es	Bahaa Taher	El oasis	-	Novela	-	-	-	-	-	-	-	2013-12-15T23:00:00+00:00
56589	11502	es	Cándido Macarro Rodríguez	Reflexiones desde el retrete	-	Novela	-	-	-	-	-	-	-	2015-12-07T00:00:00+00:00
123477	12589	es	Terry Goodkind	La estirpe de Rahl el Oscuro	-	Fantástico	-	-	-	-	-	-	Gemma Gallard	2001-01-01T00:00:00+00:00
169464	15978	es	Terry Goodkind	La profecía de la luna roja	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1997-01-01T00:00:00+00:00
174763	14431	es	Terry Goodkind	Las cajas del Destino	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1994-01-01T00:00:00+00:00
135579	14791	es	Terry Goodkind	La Sangre de la Virtud	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1996-01-01T00:00:00+00:00
150990	15371	es	Terry Goodkind	El espíritu del fuego	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1999-01-01T00:00:00+00:00
152851	13743	es	Terry Goodkind	La máquina de los presagios	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2011-01-01T00:00:00+00:00
122641	13085	es	Terry Goodkind	La bruja del viejo mundo	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2006-01-01T00:00:00+00:00
226739	17677	es	Terry Goodkind	La Piedra de las Lágrimas	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1995-01-01T00:00:00+00:00
153503	13738	es	Terry Goodkind	El tercer reino	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2013-01-01T00:00:00+00:00
146415	14369	es	Terry Goodkind	El templo de los vientos	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1997-01-01T00:00:00+00:00
129120	14328	es	Terry Goodkind	La señora de la muerte	-	Fantástico	-	-	-	-	-	-	Gemma Gallard	2000-01-01T00:00:00+00:00
136633	14099	es	Terry Goodkind	El Caminante de los Sueños	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1996-01-01T00:00:00+00:00
143232	14453	es	Terry Goodkind	El gemelo de la montaña	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1999-01-01T00:00:00+00:00
167258	15046	es	Terry Goodkind	Cadena de fuego	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2005-01-01T00:00:00+00:00
135338	13511	es	Terry Goodkind	El ladrón de almas	-	Fantástico	-	-	-	-	-	-	Gemma Gallart Álvarez	2003-01-01T00:00:00+00:00
121554	13050	es	Terry Goodkind	La desaparición de Kahlan	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2005-01-01T00:00:00+00:00
182668	15278	es	Terry Goodkind	El Libro de las Sombras Contadas	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1994-01-01T00:00:00+00:00
125135	13114	es	Terry Goodkind	Los pilares de la creación	-	Fantástico	-	-	-	-	-	-	Gemma Gallard	2001-01-01T00:00:00+00:00
223930	18639	es	Terry Goodkind	La amenaza del Custodio	-	Fantástico	-	-	-	-	-	-	Joana Claverol	1995-01-01T00:00:00+00:00
204617	18233	es	Terry Goodkind	La fe de los caidos	-	Fantástico	-	-	-	-	-	-	Gemma Gallard	2000-01-01T00:00:00+00:00
35280	6083	es	Terry Goodkind	Deuda de huesos	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2001-01-01T00:00:00+00:00
131285	13198	es	Terry Goodkind	El imperio de los vencidos	-	Fantástico	-	-	-	-	-	-	Victor Leza Moreno	2003-01-01T00:00:00+00:00
127703	12410	es	Terry Goodkind	La confesora	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2007-01-01T00:00:00+00:00
125818	12715	es	Terry Goodkind	El año de la purificación	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2007-01-01T00:00:00+00:00
130895	13285	es	Terry Goodkind	La biblioteca secreta	-	Fantástico	-	-	-	-	-	-	Gemma Gallart	2006-01-01T00:00:00+00:00
28214	5406	es	Gotthold Ephraim Lessing	Emilia Galotti	-	Drama	-	-	-	-	-	-	Jordi Jané	1772-01-01T00:00:00+00:00
79328	10207	es	Gotthold Ephraim Lessing	Laocoonte	-	Arte	-	-	-	-	-	-	Amalia Raggio	1766-01-01T00:00:00+00:00
41524	7192	es	Gotthold Ephraim Lessing	Nathan el Sabio	-	Otros	-	-	-	-	-	-	Emilio José González García	1779-01-01T00:00:00+00:00
103629	10711	es	Hilary Boyd	Los jueves en el parque	-	Romántico	-	-	-	-	-	-	-	2011-08-09T22:00:00+00:00
77853	10634	es	Carla Guelfenbein	El resto es silencio	-	Intriga	-	-	-	-	-	-	-	2011-07-17T22:00:00+00:00
106407	12770	es	Carla Guelfenbein	Contigo en la distancia	-	Intriga	-	-	-	-	-	-	-	2015-01-01T00:00:00+00:00
89874	11952	es	Carla Guelfenbein	El revés del alma	-	Drama	-	-	-	-	-	-	-	2002-01-01T00:00:00+00:00
60830	9044	es	Álvaro Colomer	Los bosques de Upsala	-	Drama	-	-	-	-	-	-	-	2009-01-01T00:00:00+00:00
72505	9833	es	Blake Pierce	Un rastro de muerte	-	Novela	-	-	-	-	-	-	-	2017-06-05T22:00:00+00:00
74936	8551	es	Blake Pierce	Antes de que mate	-	Novela	-	-	-	-	-	-	-	2017-02-23T23:00:00+00:00
84039	8521	es	Blake Pierce	Una vez desaparecido	-	Novela	-	-	-	-	-	-	-	2016-04-27T22:00:00+00:00
83230	10790	es	Andrew J. Offutt	Conan: La espada de Skelos	-	Fantástico	-	-	-	-	-	-	Joan Josep Musarra	1979-01-01T00:00:00+00:00
165373	14693	es	Loup Durand	Daddy	-	Intriga	-	-	-	-	-	-	-	1987-08-09T22:00:00+00:00
87854	7833	es	Jorge Lomar	Vivir el perdón	-	Autoayuda	-	-	-	-	-	-	-	2011-12-31T23:00:00+00:00
103430	13100	es	Pedro Piedras Monroy	La siega del olvido	-	Historia	-	-	-	-	urn:uuid:FDD0FF1E-5618-42DD-90A5-B5E87595699D	-	-	2012-03-22T23:00:00+00:00
98182	10804	es	Bela Marbel	Mi tierra eres tú	-	Romántico	-	-	-	-	-	-	-	2013-08-09T22:00:00+00:00
32704	5639	es	Bela Marbel	Última entrega	-	Romántico	-	-	-	-	-	-	-	2014-08-09T22:00:00+00:00
109006	11491	es	Bela Marbel	Te tengo en mi piel	-	Novela	-	Penguin Random House Grupo Editorial	-	-	-	-	-	2018-01-04T23:00:00+00:00
62960	8303	es	Bela Marbel	Espirales en el ombligo	-	Erótico	-	-	-	-	-	-	-	2011-01-01T00:00:00+00:00
47629	6625	es	Lady Reynolds	El chico de la ventana del baño	-	Humor	-	-	-	-	-	-	-	2017-11-02
120991	12548	es	David Cook	Los señores de la estepa	-	Fantástico	-	-	-	-	-	-	Alberto Coscarelli	1990-01-01T00:00:00+00:00
140220	13891	es	Jude Devereaux	Dime lo que deseas	-	Novela	-	-	-	-	-	-	-	2018-11-24
129855	12517	es	Adriana Hartwig	Lady encanto	-	Novela	-	-	-	-	-	-	-	2016-12-18T23:00:00+00:00
95759	10420	es	Adriana Hartwig	Curuzú Gil	-	Novela	-	All contents copyright 2006-2012 by Editorial Vestales. All rights reserved. No part of this document or the related files may be reproduced or transmitted in any form, by any means (electronic, photocopying, recording, or otherwise) without the prior written permission of the publisher.	-	-	-	-	-	2011-07-18T03:00:00+00:00
145769	13229	es	Adriana Hartwig	El farol del diablo	-	Terror	-	-	-	-	-	-	-	2015-06-01T22:00:00+00:00
93253	10186	es	Adriana Hartwig	El refugio perfecto	-	Novela	-	-	-	-	-	-	-	2013-11-30T23:00:00+00:00
118046	11721	es	Adriana Hartwig	El maldito	-	Romántico	-	-	-	-	-	-	-	2014-10-09T22:00:00+00:00
252787	19467	es	Allan Folsom	Cero absoluto	-	Intriga	-	-	-	-	-	-	Alberto Magnet	1994-01-01T00:00:00+00:00
280788	19650	es	Allan Folsom	La huida	-	Intriga	-	-	-	-	-	-	Mar Vidal	2004-01-01T00:00:00+00:00
161437	15301	es	Allan Folsom	El día de la confesión	-	Intriga	-	-	-	-	-	-	Daniel Laks & Melissa Arcos	1998-01-01T00:00:00+00:00
209977	16983	es	Allan Folsom	La conspiración de Maquiavelo	-	Intriga	-	-	-	-	-	-	-	2006-08-09T22:00:00+00:00
45038	8214	es	Álvaro Moreno Ancillo	La casa de los lobos	-	Novela	-	-	-	-	-	-	-	2016-08-11T22:00:00+00:00
156118	18350	es	Álvaro Moreno Ancillo	El enigma del códice Bardulia	-	Histórico	-	-	-	-	-	-	-	2016-09-04
114440	14413	es	Bram Stoker	Los poderes de la oscuridad	-	Terror	-	-	-	-	-	-	Daniel Hernández Chambers	2016-01-01T00:00:00+00:00
6107	1889	es	Bram Stoker	El huésped de Drácula	-	Terror	-	-	-	-	-	-	Fénix Servicios Editoriales	1914-01-01T00:00:00+00:00
386002	30058	es	Bram Stoker	Drácula ANOTADO	-	Terror	-	-	-	-	-	-	Julio Rodríguez Puértolas	1897-01-01T00:00:00+00:00
90678	10967	es	Bram Stoker	La joya de las siete estrellas	-	Terror	-	-	-	-	-	-	Jonio González	1903-01-01T00:00:00+00:00
64466	9426	es	Bram Stoker	La madriguera del gusano blanco	-	Terror	-	-	-	-	-	-	Juan Antonio Molina Foix	1911-01-01T00:00:00+00:00
194624	16422	es	Bram Stoker	Drácula	-	Terror	-	-	-	-	-	-	-	1897-01-01T00:00:00+00:00
60999	9252	es	Bram Stoker	Muerte entre bastidores y otros cuentos macabros	-	Terror	-	-	-	-	-	-	María José Antón	1999-01-01T00:00:00+00:00
147815	15983	es	Bram Stoker	La dama del sudario	-	Aventuras	-	-	-	-	-	-	Bernardo Moreno Carrillo	1909-01-01T00:00:00+00:00
188331	18822	es	Bram Stoker	Drácula (trad. Mario Montalbán)	-	Terror	-	-	-	-	-	-	Mario Montalbán	1897-01-01T00:00:00+00:00
185712	18246	es	Bram Stoker	Drácula (trad. Molina Foix)	-	Terror	-	-	-	-	-	-	Juan Antonio Molina Foix	1897-01-01T00:00:00+00:00
97047	13455	es	Bram Stoker	Famosos impostores	-	Historia	-	-	-	-	-	-	Albert Fuentes	1910-01-01T00:00:00+00:00
178221	18394	es	Bram Stoker	Drácula (Edición Conmemorativa Ilustrada)	-	Terror	-	-	-	-	-	-	Jae Lee	1897-01-01T00:00:00+00:00
231452	21942	es	Bram Stoker	Drácula (trad. Óscar Palmer)	-	Terror	-	-	-	-	-	-	Santiago Sequeiros	1897-01-01T00:00:00+00:00
184572	16845	es	Bram Stoker	Drácula (ilustrado)	-	Terror	-	-	-	-	-	-	Flora Casas	1897-01-01T00:00:00+00:00
83094	10312	es	Óscar Lozano García	Leo y el lobo: La guardiana del bosque	-	Novela	-	-	-	-	-	-	-	2017-01-16T23:00:00+00:00
16986	3520	es	Ivanna Ryan	Crónicas de un amor anunciado	-	Romántico	-	-	-	-	-	-	-	2014-10-03T22:00:00+00:00
84111	10179	es	Ivanna Ryan	Al final del arcoiris	-	Novela	-	-	-	-	-	-	-	2015-12-15T23:00:00+00:00
130107	17401	es	José Luis Romero	La comisaría norte	-	Policial	-	-	-	-	-	-	-	2012-07-15T22:00:00+00:00
61497	9580	es	José Luis Romero	Breve historia de la Argentina	-	Historia	-	-	-	-	-	-	-	1965-01-01T00:00:00+00:00
68407	9514	es	José Luis Romero	La Edad Media	-	Historia	La Edad Media	-	-	-	-	-	-	1949-01-01T00:00:00+00:00
96254	14841	es	José Luis Romero	Siempre quise bailar como el negro de Boney M	-	Policial	-	-	-	-	-	-	-	2008-08-09T22:00:00+00:00
126348	12431	es	Ismael Lozano Latorre	La isla de los dragones dormidos	-	Novela	-	-	-	-	-	-	-	2012-12-31T23:00:00+00:00
52696	7863	es	Tómas Dagna	La rebelión del fénix	-	Fantástico	-	-	-	-	-	-	-	2015-09-18T22:00:00+00:00
