45640	7610	fr	Rabelais, François	Pantagruel	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335007848	epub	-	2014
16725	2530	fr	Racine, Jean	Bérénice	-	Tragédie	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335015188	epub	Jean Racine	2014
78349	6941	fr	Jean-Jacques Rousseau	Du contrat social	-	Philosophie	-	Copyright © 2014-05-26 Ilivri	-	ILIVRI	9782335062618	epub	Jean-Jacques Rousseau	2014-05-26
95963	13041	fr	Raymond Roussel	Locus Solus	-	Romans	-	Copyright © 2014-05-26 Ilivri	-	ILIVRI	9782335003895	epub	Raymond Roussel	2014-05-26
34420	5465	fr	Inconnu(e)	Alexandre Dumas	-	-	-	-	-	-	urn:uuid:16A0FA5D-6C6F-1014-B642-A0CA3F4F3EB0	-	-	2013-04-30T20:25:39Z
24538	5560	fr	Villon, François	Poésies	-	Poésie	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335012552	epub	François Villon	2014
169194	13369	fr	Zola, Emile	Son Excellence Eugène Rougon	-	-	-	Copyright © 2015 Ilivri	-	ILIVRI	9782335005158	epub	-	2015
89937	9530	fr	de Musset, Alfred	Premières Poésies	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335012583	epub	-	2014
43861	5585	fr	Inconnu(e)	Histoire du Canada (1944) 8	-	-	-	-	-	-	urn:uuid:F56C35FF-6C6E-1014-942E-C352C0BF3C89	-	-	2013-04-30T20:25:00Z
140007	12560	fr	de Balzac, Honoré	Les Chouans	-	XIXe siècle	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335007800	epub	-	2014
136869	13458	fr	Hugo Victor	Les Misérables Tome V	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004434	epub	-	2014
13833	2419	fr	de Musset Alfred	Les Caprices de Marianne	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335005479	epub	-	2014
80751	9386	fr	Honoré de Balzac	Eugénie Grandet	-	-	-	Copyright © 2014 Ilivri	-	ILIVRI	9782335004519	epub	-	2014
