6056	1443	??	Alan Rusbridger	2006 - The Smelliest Day at the Zoo	-	-	-	-	-	-	 urn:uuid:Rsbrdgr2006ThSmllstDytthZ	-	-	2006
125658	11874	??	Ben Goldacre	2008 - Bad Science	-	-	-	-	-	-	 urn:uuid:BnGldcr2008BdScnc	-	-	2008
6056	1443	??	Alan Rusbridger	2006 - The Smelliest Day at the Zoo	-	-	-	-	-	-	 urn:uuid:Rsbrdgr2006ThSmllstDytthZ	-	-	2006
65086	5976	??	Guillermo Martinez	2008 - The Book of Murder	-	-	-	-	-	-	 urn:uuid:GllrmMrtnz2008ThBkfMrdr	-	-	2008
